# Copyright 2008 Google Inc. All rights reserved.
# This file was machine-generated, do not edit.
# This file is encoded in UTF-8, do not reencode.
# ICU4J version 4.0.0.0
# Generated on 2008-10-01 12:41:27 with com.google.i18n.identifiers.impl.tools.BuildLanguageNameTables by dougfelt
x-bork;x-bork;Bork, bork, bork!
zen;nb;zenaga
eo;nb;esperanto
en;nb;engelsk
et;nb;estisk
kho;nb;khotanesisk
es;nb;spansk
efi;nb;efik
ca;nb;katalansk
hai;nb;haida
root;nb;rot
haw;nb;hawaiisk
bs;nb;bosnisk
br;nb;bretonsk
zbl;nb;blissymboler
bn;nb;bengali
bo;nb;tibetansk
bm;nb;bambara
anp;nb;angika
bg;nb;bulgarsk
bh;nb;bihari
bi;nb;bislama
be;nb;hviterussisk
bnt;nb;bantu
da;nb;dansk
ang;nb;gammelengelsk
nds;nb;lavtysk
mdf;nb;moksha
fat;nb;fanti
dak;nb;dakota
cy;nb;walisisk
cv;nb;tsjuvansk
fan;nb;fang
cu;nb;kirkeslavisk
gez;nb;ges
cs;nb;tsjekkisk
mdr;nb;mandar
cr;nb;cree
dar;nb;dargwa
co;nb;korsikansk
kfo;nb;koro
jbo;nb;lojban
day;nb;dayak
ch;nb;chamorro
sco;nb;skotsk
gem;nb;germansk språk
ce;nb;tsjetsjensk
scn;nb;siciliansk
nap;nb;napolitansk
es_419;nb;spansk (Latin-Amerika og Karibia)
rap;nb;rapanui
kcg;nb;tyap
rar;nb;rarotongansk
nah;nb;nahuatl
nai;nb;nordamerikansk indiansk språk
lad;nb;ladinsk
lah;nb;lahnda
pau;nb;palauisk
alt;nb;søraltaisk
lam;nb;lamba
men;nb;mende
en_AU;nb;engelsk (Australia)
en_CA;nb;engelsk (Canada)
alg;nb;algonkinsk språk
az;nb;aserbajdsjansk
paa;nb;papuisk språk
ay;nb;aymara
ba;nb;basjkirsk
pag;nb;pangasinan
ale;nb;aleutisk
as;nb;assamisk
pal;nb;pahlavi
ar;nb;arabisk
pap;nb;papiamento
av;nb;avarisk
pam;nb;pampanga
ak;nb;akan
raj;nb;rajasthani
yap;nb;yapesisk
am;nb;amharisk
an;nb;aragonsk
aa;nb;afar
zap;nb;zapotec
ab;nb;abkhasisk
sem;nb;semittisk språk
akk;nb;akkadisk
sel;nb;selkupisk
ae;nb;avestisk
af;nb;afrikaans
nr;nb;sør-ndebele
krc;nb;karachay-balkar
no;nb;norsk
nn;nb;norsk nynorsk
gba;nb;gbaya
ny;nb;nyanja
nv;nb;navajo
pt_PT;nb;portugisisk (Portugal)
oc;nb;oksitansk
lui;nb;luiseno
kut;nb;kutenai
lun;nb;lunda
om;nb;oromo
lus;nb;lushai
phn;nb;fønikisk
kum;nb;kumyk
oj;nb;ojibwa
phi;nb;filippinsk språk
tyv;nb;tuvinisk
ban;nb;balinesisk
os;nb;ossetisk
bal;nb;baluchi
bai;nb;bamilekisk språk
rom;nb;romani
or;nb;oriya
son;nb;songhai
bad;nb;banda
gaa;nb;ga
kro;nb;kru
roa;nb;romansk språk
sog;nb;sogdisk
pa;nb;panjabi
gay;nb;gayo
kru;nb;kurukh
pl;nb;polsk
bat;nb;baltisk språk
bas;nb;basa
krl;nb;karelsk
pi;nb;pali
lo;nb;laotisk
ln;nb;lingala
lv;nb;latvisk
lu;nb;luba-katanga
lt;nb;litauisk
srr;nb;serer
srn;nb;sranan tongo
kos;nb;kosraeansk
kok;nb;konkani
mg;nb;madagassisk
mh;nb;marshallesisk
mk;nb;makedonsk
ml;nb;malayalam
mi;nb;maori
mn;nb;mongolsk
mo;nb;moldavisk
mr;nb;marathi
mt;nb;maltesisk
sr_Latn;nb;serbisk (latinsk)
ms;nb;malayisk
my;nb;burmesisk
na;nb;nauru
peo;nb;gammelpersisk
nb;nb;norsk bokmål
nd;nb;nord-ndebele
ne;nb;nepalsk
znd;nb;zande
cus;nb;kusjitisk språk
ng;nb;ndonga
jpr;nb;jødepersisk
kpe;nb;kpelle
nl;nb;nederlandsk
nyn;nb;nyankole
nym;nb;nyamwezi
jv;nb;javanesisk
myv;nb;erzya
nyo;nb;nyoro
afh;nb;afrihili
him;nb;himachali
hil;nb;hiligaynon
myn;nb;mayaspråk
kj;nb;kuanyama
tvl;nb;tuvalu
ki;nb;kikuyu
kmb;nb;kimbundu
kg;nb;kikongo
inc;nb;indisk språk
hit;nb;hettittisk
ka;nb;georgisk
sla;nb;slavisk språk
nzi;nb;nzima
bej;nb;beja
kw;nb;kornisk
ky;nb;kirgisisk
ks;nb;kasjmiri
ku;nb;kurdisk
ckb;nb;sorani kurdisk 
kv;nb;komi
ber;nb;berbisk
ko;nb;koreansk
ine;nb;indoeuropeisk språk
inh;nb;ingusjisk
tut;nb;altaisk språk
kr;nb;kanuri
kk;nb;kasakhisk
bem;nb;bemba
kl;nb;grønlandsk
km;nb;khmer
kn;nb;kannada
li;nb;limburgisk
tum;nb;tumbuka
tup;nb;tupispråk
afa;nb;afroasiatisk språk
lg;nb;ganda
la;nb;latin
lb;nb;luxemburgsk
hr;nb;kroatisk
mwr;nb;marwari
wal;nb;walamo
ht;nb;haitisk
wak;nb;wakasjansk språk
snk;nb;soninke
hu;nb;ungarsk
bho;nb;bhojpuri
xal;nb;kalmyk
mwl;nb;mirandesisk
hi;nb;hindi
ho;nb;hiri motu
war;nb;waray
was;nb;washo
id;nb;indonesisk
ia;nb;interlingua
ig;nb;ibo
ie;nb;interlingue
hz;nb;herero
hy;nb;armensk
ady;nb;adyghe
smn;nb;enaresamisk
ilo;nb;iloko
is;nb;islandsk
it;nb;italiensk
iu;nb;inuktitut
smj;nb;lulesamisk
ii;nb;sichuan-yi
ach;nb;acoli
ik;nb;inupiak
sms;nb;skoltesamisk
ace;nb;achinesisk
io;nb;ido
ada;nb;adangme
sma;nb;sørsamisk
smi;nb;samisk språk
dyu;nb;dyula
ja;nb;japansk
xh;nb;xhosa
pon;nb;ponapisk
lol;nb;mongo
moh;nb;mohawk
wo;nb;wolof
syc;nb;klassisk syrisk
cmc;nb;kamisk språk
mos;nb;mossi
wa;nb;vallonsk
loz;nb;lozi
vi;nb;vietnamesisk
syr;nb;syrisk
tsi;nb;tsimshian
rup;nb;aromansk
nwc;nb;klassisk newari
vo;nb;volapyk
uz;nb;usbekisk
ve;nb;venda
fur;nb;friuliansk
uk;nb;ukrainsk
ug;nb;uigurisk
ewo;nb;ewondo
ur;nb;urdu
ty;nb;tahitisk
tt;nb;tatarisk
tw;nb;twi
hmn;nb;hmong
gmh;nb;mellomhøytysk
doi;nb;dogri
to;nb;tongansk
tmh;nb;tamasjek
tn;nb;setswana
nub;nb;nubisk språk
tl;nb;tagalog
ts;nb;tsonga
tr;nb;tyrkisk
cop;nb;koptisk
ssa;nb;nilo-saharaspråk
tg;nb;tadsjikisk
te;nb;telugu
tk;nb;turkmensk
ti;nb;tigrinja
th;nb;thai
ta;nb;tamil
su;nb;sundanesisk
sv;nb;svensk
ss;nb;swati
cpf;nb;franskbasert kreol- eller pidginspråk
st;nb;sør-sotho
cpe;nb;engelskbasert kreol- eller pidginspråk
lua;nb;luba-lulua
oto;nb;otomisk språk
sw;nb;swahili
sl;nb;slovensk
sk;nb;slovakisk
sn;nb;shona
sm;nb;samoansk
cpp;nb;portugisiskbasert kreol- eller pidginspråk
so;nb;somali
sr;nb;serbisk
sq;nb;albansk
sd;nb;sindhi
ota;nb;ottomansk tyrkisk
sc;nb;sardinsk
se;nb;nordsamisk
sh;nb;serbokroatisk
sg;nb;sango
si;nb;singalesisk
goh;nb;gammelhøytysk
dum;nb;mellomnederlandsk
nso;nb;nord-sotho
sa;nb;sanskrit
zun;nb;zuni
gon;nb;gondi
gor;nb;gorontalo
ru;nb;russisk
got;nb;gotisk
dua;nb;duala
rw;nb;kinjarwanda
car;nb;karibisk
ro;nb;rumensk
ypk;nb;jupisk språk
cau;nb;kaukasisk språk
rn;nb;rundi
rm;nb;retoromansk
tog;nb;nyasa-tongansk
en_US;nb;engelsk (USA)
iro;nb;irokansk språk
pra;nb;prakritspråk
suk;nb;sukuma
hsb;nb;høysorbisk
sus;nb;susu
cad;nb;caddo
sux;nb;sumerisk
zxx;nb;uten språklig innhold
dra;nb;dravidisk språk
qu;nb;quechua
es_ES;nb;spansk (Spania)
cai;nb;sentralamerikansk indiansk språk
crh;nb;krimtatarisk
grb;nb;grebo
mus;nb;creek
tpi;nb;tok pisin
crp;nb;kreol- eller pidginspråk
grc;nb;gammelgresk
mul;nb;flere språk
mun;nb;mundaspråk
frm;nb;mellomfransk
nqo;nb;nkå
fro;nb;gammelfransk
ira;nb;iransk
frs;nb;østfrisisk
frr;nb;nordfrisisk
csb;nb;kasjubisk
pro;nb;gammelprovençalsk
pt;nb;portugisisk
dsb;nb;lavsorbisk
jrb;nb;jødearabisk
ps;nb;pashto
tai;nb;taispråk
sad;nb;sandawe
tig;nb;tigré
sah;nb;jakutsk
sai;nb;søramerikansk indiansk språk
sal;nb;salishansk språk
sam;nb;samaritansk arameisk
kbd;nb;kabardisk
cch;nb;atsam
umb;nb;umbundu
en_GB;nb;engelsk (Storbritannia)
arc;nb;arameisk
arp;nb;arapaho
dgr;nb;dogrib
arn;nb;araukansk
bra;nb;braj
kaw;nb;kawi
zza;nb;zaza
gsw;nb;sveitsertysk
arw;nb;arawak
kar;nb;karensk
nog;nb;nogai
art;nb;kunstig språk
kam;nb;kamba
kaj;nb;jju
non;nb;gammelnorsk
mga;nb;mellomirsk
und;nb;ukjent eller ugyldig språk
elx;nb;elamittisk
kac;nb;kachin
kab;nb;kabylsk
kaa;nb;karakalpakisk
sat;nb;santali
sas;nb;sasak
tkl;nb;tokelau
pt_BR;nb;portugisisk (Brasil)
apa;nb;apachespråk
gwi;nb;gwichin
osa;nb;osage
btk;nb;batak
cel;nb;keltisk språk
del;nb;delaware
den;nb;slavisk
lez;nb;lezghian
ceb;nb;cebuansk
min;nb;minangkabau
hup;nb;hupa
tli;nb;tlingit
enm;nb;mellomengelsk
bua;nb;buriat
tlh;nb;klingon
mis;nb;annet språk
mic;nb;micmac
bug;nb;buginesisk
tem;nb;temne
sit_NP;nb;sino-tibetansk språk (Nepal)
chb;nb;chibcha
egy;nb;gammelegyptisk
de_AT;nb;tysk (Østerrike)
awa;nb;awadhi
chy;nb;cheyenne
chg;nb;chagatai
chk;nb;chuukesisk
mkh;nb;mon-khmerspråk
cho;nb;choctaw
chp;nb;chipewiansk
chm;nb;mari
chn;nb;chinook
tet;nb;tetum
ter;nb;tereno
chr;nb;cherokee
zh;nb;kinesisk
fil;nb;filippinsk
ast;nb;asturisk
za;nb;zhuang
mni;nb;manipuri
din;nb;dinka
fiu;nb;finsk-ugrisk språk
zu;nb;zulu
mno;nb;manobospråk
vot;nb;votisk
uga;nb;ugaritisk
mnc;nb;mandsju
ath;nb;athapaskansk språk
nic;nb;niger-kordofiansk språk
nia;nb;nias
byn;nb;blin
de_CH;nb;tysk (Sveits)
niu;nb;niueansk
eka;nb;ekajuk
aus;nb;australsk språk
yo;nb;joruba
yi;nb;jiddisk
zh_Hant;ne;चिनियाँ (परम्परागत हान)
zh_Hans;ne;चिनियाँ (सरलिकृत हान)
et;ne;इस्टोनियाली
lo;ne;लाओ
mk;ne;म्याकेडोनियन
ne;ne;नेपाली
kn;ne;कन्नाडा
tr;ne;टर्की
zh;ne;चिनियाँ
fil;ne;फिलिपिनी
zh_Hant;nl;Chinees (Traditioneel Han)
fy;nl;Fries
gd;nl;Schots Gaelic
ga;nl;Iers
shn;nl;Shan
fj;nl;Fijisch
ff;nl;Fulah
fi;nl;Fins
fr;nl;Frans
fo;nl;Faeröers
zh_Hans;nl;Chinees (Vereenvoudigd Han)
udm;nl;Udmurt
sga;nl;Oudiers
he;nl;Hebreeuws
ha;nl;Hausa
sgn;nl;Gebarentalen
gn;nl;Guarani
gil;nl;Gilbertees
gl;nl;Galicisch
ain;nl;Ainu
gv;nl;Manx
bik;nl;Bikol
gu;nl;Gujarati
iba;nl;Iban
bin;nl;Bini
dv;nl;Divehi
dz;nl;Dzongkha
de;nl;Duits
mai;nl;Maithili
fr_CH;nl;Frans (Zwitserland)
mak;nl;Makassaars
mad;nl;Madurees
mag;nl;Magahi
map;nl;Austronesisch
fr_CA;nl;Frans (Canada)
mas;nl;Masai
wen;nl;Sorbische talen
nl_BE;nl;Nederlands (België)
man;nl;Mandingo
sid;nl;Sidamo
eu;nl;Baskisch
khi;nl;Khoisan-taal
fa;nl;Perzisch
kha;nl;Khasi
bla;nl;Siksika
sit;nl;Sino-Tibetaanse taal
new;nl;Newari
ee;nl;Ewe
el;nl;Grieks
sio;nl;Siouaanse talen
zen;nl;Zenaga
eo;nl;Esperanto
en;nl;Engels
et;nl;Estlands
kho;nl;Khotanees
es;nl;Spaans
efi;nl;Efik
ca;nl;Catalaans
hai;nl;Haida
root;nl;Root
haw;nl;Hawaïaans
bs;nl;Bosnisch
br;nl;Bretons
bn;nl;Bengalees
bo;nl;Tibetaans
bm;nl;Bambara
bg;nl;Bulgaars
bh;nl;Bihari
bi;nl;Bislama
be;nl;Wit-Russisch
bnt;nl;Bantoe
da;nl;Deens
ang;nl;Oudengels
nds;nl;Laagduits
mdf;nl;Moksha
fat;nl;Fanti
dak;nl;Dakota
cy;nl;Welsh
cv;nl;Tsjoevasjisch
fan;nl;Fang
cu;nl;Kerkslavisch
gez;nl;Geez
cs;nl;Tsjechisch
mdr;nl;Mandar
cr;nl;Cree
dar;nl;Dargwa
co;nl;Corsicaans
kfo;nl;Koro
jbo;nl;Lojban
day;nl;Dajak
ch;nl;Chamorro
sco;nl;Schots
gem;nl;Germaanse taal
ce;nl;Chechen
scn;nl;Siciliaans
nap;nl;Napolitaans
es_419;nl;Spaans (Latijns-Amerika en het Caribisch gebied)
rap;nl;Rapanui
kcg;nl;Tyap
rar;nl;Rarotongan
nah;nl;Nahuatl
nai;nl;Noord-Amerikaans Indiaans
lad;nl;Ladino
lah;nl;Lahnda
pau;nl;Palauaans
alt;nl;Zuid-Altaïsch
lam;nl;Lamba
men;nl;Mende
en_AU;nl;Engels (Australië)
en_CA;nl;Engels (Canada)
alg;nl;Algonkium-talen
az;nl;Azerbeidzjaans
paa;nl;Papoeataal
ay;nl;Aymara
ba;nl;Basjkiers
pag;nl;Pangasinan
ale;nl;Aleut
as;nl;Assamees
pal;nl;Pahlavi
ar;nl;Arabisch
pap;nl;Papiamento
av;nl;Avarisch
pam;nl;Pampanga
ak;nl;Akan
raj;nl;Rajasthani
yap;nl;Yapees
am;nl;Amhaars
an;nl;Aragonees
yao;nl;Yao
aa;nl;Afar
zap;nl;Zapotec
ab;nl;Abchazisch
vai;nl;Vai
sem;nl;Semitische taal
akk;nl;Akkadisch
sel;nl;Selkup
ae;nl;Avestisch
af;nl;Afrikaans
nr;nl;Zuid-Ndbele
krc;nl;Karachay-Balkar
no;nl;Noors
nn;nl;Noors - Nynorsk
gba;nl;Gbaya
ny;nl;Nyanja
nv;nl;Navajo
pt_PT;nl;Portugees (Portugal)
oc;nl;Occitaans
lui;nl;Luiseno
kut;nl;Kutenai
luo;nl;Luo
lun;nl;Lunda
om;nl;Oromo
lus;nl;Lushai
phn;nl;Foenicisch
kum;nl;Kumyk
oj;nl;Ojibwa
phi;nl;Filippijnse taal
tyv;nl;Tuvinisch
ban;nl;Balinees
os;nl;Ossetisch
bal;nl;Baloetsji
bai;nl;Bamileke-talen
rom;nl;Romani
or;nl;Oriya
son;nl;Songhai
bad;nl;Banda
ijo;nl;Ijo
gaa;nl;Ga
kro;nl;Kru
roa;nl;Romaanse taal
sog;nl;Sogdisch
pa;nl;Punjabi
gay;nl;Gayo
kru;nl;Kurukh
pl;nl;Pools
bat;nl;Baltische taal
bas;nl;Basa
pi;nl;Pali
lo;nl;Lao
ln;nl;Lingala
lv;nl;Letlands
lu;nl;Luba-Katanga
lt;nl;Litouws
srr;nl;Serer
srn;nl;Sranantongo
kos;nl;Kosraeaans
kok;nl;Konkani
mg;nl;Malagasisch
mh;nl;Marshallees
mk;nl;Macedonisch
ml;nl;Malayalam
mi;nl;Maori
mn;nl;Mongools
mo;nl;Moldavisch
mr;nl;Marathi
mt;nl;Maltees
sr_Latn;nl;Servisch (Latijn)
ms;nl;Maleis
my;nl;Birmees
na;nl;Nauru
peo;nl;Oudperzisch
nb;nl;Noors - Bokmål
nd;nl;Noord-Ndbele
ne;nl;Nepalees
znd;nl;Zande
cus;nl;Koesjitische taal
ng;nl;Ndonga
jpr;nl;Judeo-Perzisch
kpe;nl;Kpelle
nl;nl;Nederlands
nyn;nl;Nyankole
nym;nl;Nyamwezi
jv;nl;Javaans
myv;nl;Erzya
nyo;nl;Nyoro
afh;nl;Afrihili
him;nl;Himachali
hil;nl;Hiligaynon
myn;nl;Mayan-talen
kj;nl;Kuanyama
tvl;nl;Tuvalu
ki;nl;Kikuyu
kmb;nl;Kimbundu
kg;nl;Kongo
inc;nl;Indische taal
hit;nl;Hettitisch
ka;nl;Georgisch
sla;nl;Slavische taal
nzi;nl;Nzima
bej;nl;Beja
kw;nl;Cornish
ky;nl;Kirgizisch
ks;nl;Kashmiri
ku;nl;Koerdisch
kv;nl;Komi
ber;nl;Berbers
ko;nl;Koreaans
ine;nl;Indo-Europese taal
inh;nl;Ingoesj
tut;nl;Altaïsche taal
kr;nl;Kanuri
kk;nl;Kazachs
bem;nl;Bemba
kl;nl;Kalaallisut
km;nl;Khmer
kn;nl;Kannada
li;nl;Limburgs
tum;nl;Toemboeka
tup;nl;Tupi-talen
afa;nl;Afro-Aziatische taal
lg;nl;Ganda
la;nl;Latijn
lb;nl;Luxemburgs
hr;nl;Kroatisch
mwr;nl;Marwari
wal;nl;Walamo
ht;nl;Haïtiaans
wak;nl;Wakashan-talen
snk;nl;Soninke
hu;nl;Hongaars
bho;nl;Bhojpuri
xal;nl;Kalmyk
mwl;nl;Mirandees
hi;nl;Hindi
ho;nl;Hiri Motu
war;nl;Waray
was;nl;Washo
id;nl;Indonesisch
ia;nl;Interlingua
ig;nl;Igbo
ie;nl;Interlingue
hz;nl;Herero
hy;nl;Armeens
ady;nl;Adyghe
smn;nl;Inari Sami
ilo;nl;Iloko
is;nl;IJslands
it;nl;Italiaans
iu;nl;Inuktitut
smj;nl;Lule Sami
ii;nl;Sichuan Yi
ach;nl;Akoli
ik;nl;Inupiaq
sms;nl;Skolt Sami
ace;nl;Atjees
io;nl;Ido
ada;nl;Adangme
sma;nl;Zuid-Samisch
smi;nl;Sami-taal
dyu;nl;Dyula
ja;nl;Japans
xh;nl;Xhosa
pon;nl;Pohnpeiaans
lol;nl;Mongo
moh;nl;Mohawk
wo;nl;Wolof
cmc;nl;Chamische talen
mos;nl;Mossi
wa;nl;Wallonisch
loz;nl;Lozi
vi;nl;Vietnamees
syr;nl;Syriac
tsi;nl;Tsimshian
rup;nl;Aromaniaans
nwc;nl;Klassiek Newari
vo;nl;Volapük
uz;nl;Oezbeeks
ve;nl;Venda
fur;nl;Friulisch
uk;nl;Oekraïens
ug;nl;Oeigoers
ewo;nl;Ewondo
ur;nl;Urdu
ty;nl;Tahitisch
tt;nl;Tataars
tw;nl;Twi
hmn;nl;Hmong
gmh;nl;Middelhoogduits
doi;nl;Dogri
to;nl;Tonga
tmh;nl;Tamashek
tn;nl;Tswana
nub;nl;Nubische talen
tl;nl;Tagalog
ts;nl;Tsonga
tr;nl;Turks
cop;nl;Koptisch
ssa;nl;Nilo-Saharaanse taal
tg;nl;Tadzjieks
te;nl;Teloegoe
tk;nl;Turkmeens
ti;nl;Tigrinya
th;nl;Thais
ta;nl;Tamil
su;nl;Soendanees
sv;nl;Zweeds
ss;nl;Swati
cpf;nl;Op Frans gebaseerd Creools of Pidgin
st;nl;Zuid-Sotho
cpe;nl;Op Engels gebaseerd Creools of Pidgin
lua;nl;Luba-Lulua
oto;nl;Otomi-talen
sw;nl;Swahili
sl;nl;Sloveens
sk;nl;Slowaaks
sn;nl;Shona
sm;nl;Samoaans
cpp;nl;Op Portugees gebaseerd Creools of Pidgin
so;nl;Somalisch
sr;nl;Servisch
sq;nl;Albanees
sd;nl;Sindhi
ota;nl;Ottomaans-Turks
sc;nl;Sardinisch
se;nl;Noord-Samisch
sh;nl;Servokroatisch
sg;nl;Sango
si;nl;Singalees
goh;nl;Oudhoogduits
dum;nl;Middelnederlands
nso;nl;Noord-Sotho
sa;nl;Sanskriet
zun;nl;Zuni
gon;nl;Gondi
gor;nl;Gorontalo
ru;nl;Russisch
got;nl;Gothisch
dua;nl;Duala
rw;nl;Kinyarwanda
car;nl;Caribisch
ro;nl;Roemeens
ypk;nl;Yupik-talen
cau;nl;Kaukasische taal
rn;nl;Rundi
rm;nl;Reto-Romaans
tog;nl;Nyasa Tonga
en_US;nl;Engels (Verenigde Staten)
iro;nl;Irokese talen
pra;nl;Prakrit-talen
suk;nl;Sukuma
hsb;nl;Oppersorbisch
sus;nl;Soesoe
cad;nl;Caddo
sux;nl;Soemerisch
dra;nl;Dravidische taal
qu;nl;Quechua
es_ES;nl;Spaans (Spanje)
cai;nl;Midden-Amerikaans Indiaanse taal
crh;nl;Krim-Tataars
grb;nl;Grebo
mus;nl;Creek
tpi;nl;Tok Pisin
crp;nl;Creools of Pidgin
grc;nl;Oudgrieks
mul;nl;Meerdere talen
mun;nl;Munda-talen
frm;nl;Middelfrans
fro;nl;Oudfrans
ira;nl;Iraanse taal
csb;nl;Kasjoebisch
pro;nl;Oudprovençaals
pt;nl;Portugees
dsb;nl;Nedersorbisch
jrb;nl;Judeo-Arabisch
ps;nl;Pasjtoe
tai;nl;Tai-taal
sad;nl;Sandawe
tig;nl;Tigre
fon;nl;Fon
sah;nl;Yakut
sai;nl;Zuid-Amerikaans Indiaanse taal
sal;nl;Salishan-talen
sam;nl;Samaritaans-Aramees
kbd;nl;Kabardisch
cch;nl;Atsam
umb;nl;Umbundu
en_GB;nl;Engels (Verenigd Koninkrijk)
arc;nl;Aramees
arp;nl;Arapaho
dgr;nl;Dogrib
arn;nl;Araukaans
bra;nl;Braj
kaw;nl;Kawi
gsw;nl;Zwitsers Duits
arw;nl;Arawak
kar;nl;Karen
nog;nl;Nogai
art;nl;Kunstmatige taal
kam;nl;Kamba
kaj;nl;Jju
non;nl;Oudnoors
mga;nl;Middeliers
und;nl;Onbepaald
elx;nl;Elamitisch
kac;nl;Kachin
kab;nl;Kabyle
kaa;nl;Karakalpaks
sat;nl;Santali
sas;nl;Sasak
tiv;nl;Tiv
tkl;nl;Tokelau
pt_BR;nl;Portugees (Brazilië)
apa;nl;Apache-talen
gwi;nl;Gwichʼin
osa;nl;Osage
btk;nl;Batak
cel;nl;Keltische taal
del;nl;Delaware
den;nl;Slave
lez;nl;Lezgisch
ceb;nl;Cebuano
min;nl;Minangkabau
hup;nl;Hupa
tli;nl;Tlingit
enm;nl;Middelengels
bua;nl;Buriat
tlh;nl;Klingon
mis;nl;Diverse talen
mic;nl;Mi'kmaq
bug;nl;Buginees
tem;nl;Timne
sit_NP;nl;Sino-Tibetaanse taal (Nepal)
chb;nl;Chibcha
egy;nl;Oudegyptisch
de_AT;nl;Duits (Oostenrijk)
awa;nl;Awadhi
chy;nl;Cheyenne
chg;nl;Chagatai
chk;nl;Chuukees
mkh;nl;Mon-Khmer-taal
cho;nl;Choctaw
chp;nl;Chipewyan
chm;nl;Mari
chn;nl;Chinook-jargon
tet;nl;Tetum
ter;nl;Tereno
chr;nl;Cherokee
zh;nl;Chinees
fil;nl;Filippijns
ast;nl;Asturisch
za;nl;Zhuang
mni;nl;Manipoeri
din;nl;Dinka
fiu;nl;Fins-Oegrische taal
zu;nl;Zulu
mno;nl;Manobo-talen
vot;nl;Votisch
uga;nl;Oegaritisch
mnc;nl;Mantsjoe
ath;nl;Athapascaanse talen
nic;nl;Niger-Kordofanische taal
nia;nl;Nias
byn;nl;Blin
de_CH;nl;Duits (Zwitserland)
niu;nl;Niueaans
eka;nl;Ekajuk
aus;nl;Australische talen
yo;nl;Yoruba
yi;nl;Jiddisch
zh_Hant;nn;kinesisk (tradisjonell kinesisk)
fy;nn;vestfrisisk
gd;nn;skotsk-gælisk
ga;nn;irsk
shn;nn;shan
fj;nn;fijiansk
ff;nn;fulani
fi;nn;finsk
fr;nn;fransk
fo;nn;færøysk
zh_Hans;nn;kinesisk (forenkla kinesisk)
udm;nn;udmurt
sga;nn;gammalirsk
he;nn;hebraisk
ha;nn;hausa
sgn;nn;teiknspråk
gn;nn;guarani
gil;nn;kiribatisk
gl;nn;galicisk
ain;nn;ainu
gv;nn;manx
bik;nn;bikol
gu;nn;gujarati
iba;nn;iban
bin;nn;bini
dv;nn;divehi
dz;nn;dzongkha
de;nn;tysk
mai;nn;maithili
fr_CH;nn;fransk (Sveits)
mak;nn;makasar
mad;nn;maduresisk
mag;nn;magahi
map;nn;austronesisk
fr_CA;nn;fransk (Canada)
mas;nn;masai
wen;nn;sorbisk språk
nl_BE;nn;nederlandsk (Belgia)
man;nn;mandingo
sid;nn;sidamo
eu;nn;baskisk
khi;nn;khoisanspråk
fa;nn;persisk
kha;nn;khasi
bla;nn;siksika
sit;nn;sino-tibetansk språk
new;nn;newari
ee;nn;ewe
el;nn;gresk
sio;nn;sioux-språk
zen;nn;zenaga
eo;nn;esperanto
en;nn;engelsk
et;nn;estisk
kho;nn;khotanesisk
es;nn;spansk
efi;nn;efik
ca;nn;katalansk
hai;nn;haida
root;nn;rot
haw;nn;hawaiisk
bs;nn;bosnisk
br;nn;bretonsk
zbl;nn;blissymbol
bn;nn;bengali
bo;nn;tibetansk
bm;nn;bambara
anp;nn;angika
bg;nn;bulgarsk
bh;nn;bihari
bi;nn;bislama
be;nn;kviterussisk
bnt;nn;bantu
da;nn;dansk
ang;nn;gammalengelsk
nds;nn;lågtysk
mdf;nn;moksha
fat;nn;fanti
dak;nn;dakota
cy;nn;walisisk
cv;nn;tsjuvansk
fan;nn;fang
cu;nn;kyrkjeslavisk
gez;nn;ges
cs;nn;tsjekkisk
mdr;nn;mandar
cr;nn;cree
dar;nn;dargwa
co;nn;korsikansk
kfo;nn;koro
jbo;nn;lojban
day;nn;dayak
ch;nn;chamorro
sco;nn;skotsk
gem;nn;germansk språk
ce;nn;tsjetsjensk
scn;nn;siciliansk
nap;nn;napolitansk
es_419;nn;spansk (Latin-Amerika og Karibia)
rap;nn;rapanui
kcg;nn;tyap
rar;nn;rarotongansk
nah;nn;nahuatl
nai;nn;nordamerikansk indiansk språk
lad;nn;ladinsk
lah;nn;lahnda
pau;nn;palauisk
alt;nn;sør-altai
lam;nn;lamba
men;nn;mende
en_AU;nn;engelsk (Australia)
en_CA;nn;engelsk (Canada)
alg;nn;algonkinsk språk
az;nn;aserbajdsjansk
paa;nn;papuisk språk
ay;nn;aymara
ba;nn;basjkirsk
pag;nn;pangasinan
ale;nn;aleutisk
as;nn;assamisk
pal;nn;pahlavi
ar;nn;arabisk
pap;nn;papiamento
av;nn;avarisk
pam;nn;pampanga
ak;nn;akan
raj;nn;rajasthani
yap;nn;yapesisk
am;nn;amharisk
an;nn;aragonsk
aa;nn;afar
zap;nn;zapotec
ab;nn;abkhasisk
sem;nn;semittisk språk
akk;nn;akkadisk
sel;nn;selkupisk
ae;nn;avestisk
af;nn;afrikaans
nr;nn;sør-ndebele
krc;nn;karachay-balkar
no;nn;norsk
nn;nn;nynorsk
gba;nn;gbaya
ny;nn;nyanja
nv;nn;navajo
pt_PT;nn;portugisisk (Portugal)
oc;nn;oksitansk
lui;nn;luiseno
kut;nn;kutenai
lun;nn;lunda
om;nn;oromo
lus;nn;lushai
phn;nn;fønikisk
kum;nn;kumyk
oj;nn;ojibwa
phi;nn;filippinsk språk
tyv;nn;tuvinisk
ban;nn;balinesisk
os;nn;ossetisk
bal;nn;baluchi
